UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
22089,67041,,23-03-2020,COVID-19 only signals the end of non-automated processes. Going forward everything will be algorithmic and systemically computer oriented. Amazon delivery warehouses will become the supermarket. Most movies wonÂt be shown live but streamed from the home.,Positive
43190,88142,,12-04-2020,"#Covid_19 #crisis: Consumer internet #startups brace for salary cuts, #layoffs
#EconomicCrisis 

https://t.co/RRfyaWqW4a",Negative
35530,80482,"Sioux Falls, SD",07-04-2020,"@FarmBureau details how the drop in #ethanol demand depresses corn prices &amp; has further ""secondary impacts we often don't think about"" - cutting off the supply of DDGs &amp; a cost-efficient supply of CO2 for meat processing - ""the impacts are widespr",Negative
5481,50433,,17-03-2020,Our grocery store is out of rubbing alcohol and wipes at the moment. #coronavirus https://t.co/Qi25xDneaT,Neutral
4876,49828,New York,17-03-2020,"We argued yesterday that the COVID-19 crisis is not a financial crisis but rather a consumer and small business crisis that require very unusual policy prescriptions. 
https://t.co/2rbbMlM48a",Extremely Negative
30630,75582,,02-04-2020,"Shout out to the customer who tipped my sister with a mask! Now she can wear a mask at work to be safer. She works at a grocery store and we couldn't find masks anywhere for her to wear. #StayAtHome
#MasksNow
#Covid_19 https://t.co/dUTDnrv3Mt",Positive
21903,66855,"Nashville, TN",23-03-2020,"The way provider organizations communicate to their community in times like this is so profoundly important. 

#covid19 #coronavirus #covid19outbreak https://t.co/biTD3ds00r",Positive
24032,68984,,24-03-2020,"Of particular note is Yum! Brands, which engaged in one of its largest periods of stock buybacks the same year it took out record debts. 

Read the full story here:
https://t.co/pB7DsLJWv2 2/2. https://t.co/zxQ1tWiiqe",Positive
13862,58814,"Toronto, Ontario Canada",20-03-2020,"Reduce the spread of germs on the use of tablets, laptops and touchscreens w @effeclean Health Canada approved  CERTIFIED SMART SCREEN SANITIZER. Ask for it at your local grocery or health food store. #CoronaCrisis @OAPCEToronto @QueenSonia90 @shyaan007 @shortpresents @Trish_MBOT https://t.co/8Hi4cRBnAr",Extremely Positive
14651,59603,India,20-03-2020,"#Caremongering #maskFear #CoronaVirus #Covid-19
Unlike the Indians who indulged in panic food buying, Canadians throng marijuana stores to bring the stress levels down !",Extremely Negative
37501,82453,Somewhere in Leicestershire ,08-04-2020,"@NoRemainNoGain Martin Benson, suggest you read the article. Boris Johnson is in the cack because he didn't inadequately prepare for Covid-19. Just one miniscule example.  I'm asthmatic, a disease exacerbated by stress. If I sat up all night every night I",Negative
39715,84667,South Africa,09-04-2020,Quakertown Distiller Providing Hand Sanitizer in Lancaster County PA  ,Positive
12249,57201,"too far from Chicago, USA",19-03-2020,#Coronavirus IG Story Evolution: Shaky videos of empty grocery shelves -&gt; Selfies in masks and/or rubber gloves -&gt; Screengrabs of video chats -&gt; idk I stopped watching,Positive
35785,80737,,07-04-2020, The Requesting Parties are not using any collaboration to increase prices reduce output reduce quality or otherwise engage in COVID 19 profiteering 28  Who will do the audits,Extremely Positive
5430,50382,Jamaica,17-03-2020,Line markers inside this National Commercial Bank (NCB) outlines the distance customers are expected to observe. The government is encouraging social distance as part of efforts to reduce the spread of the #coronavirus. (?: Tina Hamilton) #GLNRToday https://t.co/lfTsXvfBy3,Positive
40069,85021,,09-04-2020,"Mask = 2020 Essential?
Washable Mask = Reusable?
Reusable = Cheaper &amp; Sustainable?

Introducing our Washable Face Mask (did I forget to mention the low prices??)

#Quarantine #facemask #lockdownextension #coronavirus 
https://t.co/Js7tpDN9mp https://t.co/sdBoMdt4A9",Negative
32347,77299,,04-04-2020,"Millions of jobs at risk if governments do not provide flexibility around consumer refunds
@WTTC #coronavirus #COVID19 #EuropeanUnion #UnitedKingdom #WTTC #consumerrefunds  https://t.co/XyxMhLrWxi",Negative
32158,77110,"Boston, MA, USA",04-04-2020,Folks who are going shopping either at #pharmacy or #Grocery - Google has a function where you type in the store and location so you can see busy times. #PhysicalDistancing #COVID19 #Covid_19,Neutral
35730,80682,"Irvine, 92604",07-04-2020,"?Homemade hand sanitizer recipes that could help protect against coronavirus.?

#BaelWellness #CoronaVirus #HandSanitizer https://t.co/yWj4zxApG7",Extremely Positive
9026,53978,,18-03-2020,EveryoneÂs been panic buying bread and food etc...my aunty panic buys a new trampoline for the kids to keep them entertained ? #covid19UK #coronavirus #schoolclosuresuk,Negative
18136,63088,,21-03-2020,"Live in Florida? Ding dong ditch some houses with rolls of toilet paper in an 55+ community. Their children up north will thank you for helping to keep them out of grocery stores.
#CoronavirusPandemic #Covid_19 #coronavirus #toiletpapercrisis 
#SocialDistancing 
#toiletpaper",Positive
28112,73064,,26-03-2020,"A customer returned a Zipsak to @biaggiluggage today with a surprise in the box! She didnÂt have the original packaging for the item and to ""make up for it"" added #ToiletPaper and #Kleenex as a token gift! Lol! Thank you! #CoronaVirus #ToiletPaperCrisis #SpreadTheLoveNotTheVirus https://t.co/uCG2JlXPnd",Extremely Positive
30814,75766,"Austin, TX",02-04-2020,"'A perfect  storm': US facing hunger crisis as demand for food banks soars. ""Public health"" is a many-faceted issue. Not just one #coronavirus. https://t.co/87lBXn7jFw",Negative
26318,71270,"Louisville, KY",25-03-2020,Postal employees don t have proper equipment to keep themselves safe No gloves hand sanitizer NO SOAP in the bathrooms They still stand less then 6 ft apart What s going on,Positive
22052,67004,,23-03-2020,Good to see stores like @sobeys and @loblawco increasing wages for their grocery store employees during the #Coronavirus #GlobalPandemic. All companies should do this w frontline workers! #COVID19 #SARSCoV2 #covid #ChineseVirus #CoronaCrisis,Extremely Positive
4456,49408,,17-03-2020,Relax stay calm the majority of cases are mild the bulk of people recover especially if u r a healthy young person the best thing you can do to help keep others safe is stock up enough food water supplies amp stay home for a few weeks we love you  ,Extremely Positive
37095,82047,"San Antonio, TX",07-04-2020,"@greta These arenÂt questions you can answer, but questions you can ask! 
Why arenÂt all grocery store workers being screened - forehead scanners - for temperatures when they report for work? 
#CommonSense
#Covid_19",Neutral
35256,80208,Canada,06-04-2020,"Flour is the new toilet paper. Challah bake!
#coronavirus #stophoarding #bakeoff #easterbreadtradition https://t.co/utsiMVvMbh",Neutral
31924,76876,,04-04-2020,"#CCPVirus #coronavirus #China
Panic in China Over Alleged Food Crisis; Social Unrest Grows Over RegimeÂs Virus Response |CCP Virus
Crossroads with JOSHUA PHILIPP
https://t.co/lYjWGCr5XA",Extremely Negative
10948,55900,Charlotte,19-03-2020,"So basically what youÂre saying is @GetSpectrum @O2 @verizon and others who tout blazing fast speeds to each consumer uniquely has been selling smokeÂIf they canÂt truly deliver the speeds they are promising we should be getting a lot of $$$ back

https://t.co/KJoQftoi7n",Extremely Positive
8414,53366,India,18-03-2020,"Sharing for those illiterates who are commenting without having minimum knowledge.
Check the facts before commenting.

KCR and Jagan are CM's of the state. They won't comment without sources.
#coronavirus https://t.co/r2KqJbbDm2",Extremely Positive
11178,56130,"New Brunswick, Canada",19-03-2020,via @PerilOfAfrica Covid-19: Guidelines not strictly followed: Most offices and public places in Uganda have taken to using anti-bacterial disinfectants whose prices have since almost doubled https://t.co/xfPJdJ9UO3,Negative
39410,84362,,09-04-2020,JUST Newsroom - COVID-19: Commissioner Reynders repeats his call for respect of consumer protection and support to travel and tourism businesses for package travel holidays - European Commission https://t.co/VfOLIUGQ1T,Extremely Positive
21574,66526,"London, England",23-03-2020,Hi I have 2 vulnerable elderly people in my family who rely on online shopping but all slots are full even c amp c is too What are you doing to help these people I m in self isolation at the moment so can t get out Thanks,Positive
43308,88260,Canada,13-04-2020,"@MrBeastYT Since during qurantine of Covid 19, online shopping?",Neutral
30424,75376, USA,02-04-2020,"@Staples Y R non-essential retail workers @StaplesStores forced to work? Customers can shop online and or pickup their purchases at the store without putting your employees at risk! #COVID?19 #coronavirus #COVID19 #FlattenTheCurve 
@realDonaldTrump @Gov",Extremely Negative
28023,72975,Surrey ,26-03-2020,"This virus has brought the world to its knees? we are all living a very different life. EverythingÂs changed going to the supermarket walking past people in the street school uni shops closed,wfh.When will it be normal to greet people again with a handshake or a hug? #COVID2019",Extremely Positive
36463,81415,,07-04-2020,@Ibr925fm @AanuoluwapoOm10 I think Mr. Makinde should tell us how he spent ?1 billion on Covid 19 lab. Upgrading that lab doesn't cost more than ?50 million. You can google the prices of those medical equipment.,Neutral
42193,87145,,11-04-2020,"@ssupnow 1.Sanitizer
2.Italy 
3.Wuhan 
4. Grocery
#coronavirus #covid19 #contest #alert #GiveawayAlert #competition #puzzle 
Join guys, 
@lokhande_sumedh
@priya19909678
@khemka_nidhi
@dayalojha4
@sengodan4
@pranab1151
@giri_bivas",Positive
41346,86298,"Bellevue, Washington, USA",10-04-2020,"@askboomer1949 You can help the grocery store people by maintaining #SocialDistancing and if you have a mask, wear it when you go to the grocery store.",Positive
5090,50042,Blue State,17-03-2020,COVID 19 POLICY IDEA If lawmakers want more people to temporarily stay at home amp conduct more online shopping RI should temporarily amp other e sales taxes to encourage delivery of goods amp food amp keep more w those who have lost their jobs,Positive
38971,83923,east coast california,08-04-2020,something to think of for hospital staff EMTs social workers counselors emergency service repair grocery essential retail store employees anyone i forgot amp friends family worth the read,Positive
11213,56165,,19-03-2020,".@SkyUK you picked a hell of a time to increase prices?

#covid19UK #coronavirus #skybroadband https://t.co/rwUqtWsBqn",Negative
43131,88083,"Oklahoma, USA",12-04-2020,"If you have to stand in line to buy groceries then wear a mask and carry hand sanitizer in your pocket and use it liberally.

Read more ? https://t.co/o3cf4fQOhl

#Virus #Pandemic #HandSanitizer #Coronavirus #Prepping #Preparedness #Foodstorage https://t.co/axNIWvAbgU",Positive
19523,64475,,22-03-2020,"Last night we watched the film 'Must Love Dogs' -- Diane Lane, an extremely good-looking actress, was drifting (in her willowy way) round a supermarket with her trolley, and my husband leaned forward and said 'My God, look at what's on the shelves!' #Coronavirus",Extremely Positive
33284,78236,,05-04-2020,"Grandma: Go to the grocery store for me

Me: ?
#COVID2019 #coronavirus https://t.co/BD9UDLfrgt",Neutral
42158,87110,,11-04-2020,"@FriedrickJane @LBPR13 @mitchellvii As someone who has depression, don't talk for us. Speak for yourself. Our mental health will suffer even more if we lose more people during this pandemic. I'd rather isolate myself and learn to manage my symptoms than p",Extremely Negative
